CMDLINE C:\Users\geoinf1\.virtualenvs\xetra_1234-VJ8oTG26\Scripts\python.exe run.py C:\xetra_dev\xetra_1234\configs\xetra_report1_config.yml
MEM 3.183594 1667985709.0429
MEM 3.183594 1667985709.1624
MEM 3.183594 1667985709.2636
MEM 3.183594 1667985709.3828
MEM 3.183594 1667985709.5029
MEM 3.183594 1667985709.6177
MEM 3.183594 1667985709.7329
MEM 3.183594 1667985709.8427
MEM 3.183594 1667985709.9535
MEM 3.183594 1667985710.0635
MEM 3.183594 1667985710.1728
MEM 3.183594 1667985710.2927
MEM 3.183594 1667985710.3929
MEM 3.183594 1667985710.5132
MEM 3.183594 1667985710.6215
MEM 3.183594 1667985710.7297
MEM 3.183594 1667985710.8396
MEM 3.183594 1667985710.9479
MEM 3.183594 1667985711.0568
MEM 3.183594 1667985711.1668
MEM 3.183594 1667985711.2757
MEM 3.183594 1667985711.3841
MEM 3.183594 1667985711.4938
MEM 3.183594 1667985711.6028
MEM 3.183594 1667985711.7230
MEM 3.183594 1667985711.8429
MEM 3.183594 1667985711.9626
MEM 3.183594 1667985712.0628
MEM 3.183594 1667985712.1628
MEM 3.183594 1667985712.2826
MEM 3.183594 1667985712.3826
MEM 3.183594 1667985712.4828
MEM 3.183594 1667985712.6027
MEM 3.183594 1667985712.7112
MEM 3.183594 1667985712.8116
MEM 3.183594 1667985712.9276
MEM 3.183594 1667985713.0428
MEM 3.183594 1667985713.1626
MEM 3.183594 1667985713.2628
MEM 3.183594 1667985713.3629
MEM 3.183594 1667985713.4830
MEM 3.183594 1667985713.6029
MEM 3.183594 1667985713.7228
MEM 3.183594 1667985713.8231
MEM 3.183594 1667985713.9432
MEM 3.183594 1667985714.0627
MEM 3.183594 1667985714.1828
MEM 3.183594 1667985714.3026
MEM 3.183594 1667985714.4029
MEM 3.183594 1667985714.5032
MEM 3.183594 1667985714.6231
MEM 3.183594 1667985714.7430
MEM 3.183594 1667985714.8626
MEM 3.183594 1667985714.9631
MEM 3.183594 1667985715.0829
MEM 3.183594 1667985715.2027
MEM 3.183594 1667985715.3029
MEM 3.183594 1667985715.4034
MEM 3.183594 1667985715.5228
MEM 3.183594 1667985715.6426
MEM 3.183594 1667985715.7428
MEM 3.183594 1667985715.8429
MEM 3.183594 1667985715.9626
MEM 3.183594 1667985716.0829
MEM 3.183594 1667985716.2028
MEM 3.183594 1667985716.3231
MEM 3.183594 1667985716.4428
MEM 3.183594 1667985716.5626
MEM 3.183594 1667985716.6627
MEM 3.183594 1667985716.7629
MEM 3.183594 1667985716.8829
MEM 3.183594 1667985717.0028
MEM 3.183594 1667985717.1230
MEM 3.183594 1667985717.2427
MEM 3.183594 1667985717.3627
MEM 3.183594 1667985717.4628
MEM 3.183594 1667985717.5828
MEM 3.183594 1667985717.7028
MEM 3.183594 1667985717.8029
MEM 3.183594 1667985717.9182
MEM 3.183594 1667985718.0339
MEM 3.183594 1667985718.1495
MEM 3.183594 1667985718.2650
MEM 3.183594 1667985718.3655
MEM 3.183594 1667985718.4657
MEM 3.183594 1667985718.5658
MEM 3.183594 1667985718.6659
MEM 3.183594 1667985718.7661
MEM 3.183594 1667985718.8817
MEM 3.183594 1667985718.9818
MEM 3.183594 1667985719.0825
MEM 3.183594 1667985719.1877
MEM 3.183594 1667985719.2980
MEM 3.183594 1667985719.3981
MEM 3.183594 1667985719.4982
MEM 3.183594 1667985719.5983
MEM 3.183594 1667985719.7057
MEM 3.183594 1667985719.8145
MEM 3.183594 1667985719.9373
MEM 3.183594 1667985720.0528
MEM 3.183594 1667985720.1531
MEM 3.183594 1667985720.2687
MEM 3.183594 1667985720.3688
MEM 3.183594 1667985720.4844
MEM 3.183594 1667985720.5847
MEM 3.183594 1667985720.6894
MEM 3.183594 1667985720.8004
MEM 3.183594 1667985720.9007
MEM 3.183594 1667985721.0010
MEM 3.183594 1667985721.1015
MEM 3.183594 1667985721.2016
MEM 3.183594 1667985721.3172
MEM 3.183594 1667985721.4176
MEM 3.183594 1667985721.5179
MEM 3.183594 1667985721.6183
MEM 3.183594 1667985721.7405
MEM 3.183594 1667985721.8407
MEM 3.183594 1667985721.9410
MEM 3.183594 1667985722.0411
MEM 3.183594 1667985722.1411
MEM 3.183594 1667985722.2415
MEM 3.183594 1667985722.3571
MEM 3.183594 1667985722.4573
MEM 3.183594 1667985722.5574
MEM 3.183594 1667985722.6584
MEM 3.183594 1667985722.7678
MEM 3.183594 1667985722.8771
MEM 3.183594 1667985722.9865
MEM 3.183594 1667985723.0960
MEM 3.183594 1667985723.2051
MEM 3.183594 1667985723.3145
MEM 3.183594 1667985723.4240
MEM 3.183594 1667985723.5334
MEM 3.183594 1667985723.6427
MEM 3.183594 1667985723.7521
MEM 3.183594 1667985723.8614
MEM 3.183594 1667985723.9708
MEM 3.183594 1667985724.0801
MEM 3.183594 1667985724.1893
MEM 3.183594 1667985724.2988
MEM 3.183594 1667985724.4082
MEM 3.183594 1667985724.5174
MEM 3.183594 1667985724.6267
MEM 3.183594 1667985724.7362
MEM 3.183594 1667985724.8456
MEM 3.183594 1667985724.9549
MEM 3.183594 1667985725.0641
MEM 3.183594 1667985725.1779
MEM 3.183594 1667985725.2874
MEM 3.183594 1667985725.3966
MEM 3.183594 1667985725.5084
