CMDLINE C:\Users\geoinf1\.virtualenvs\xetra_1234-VJ8oTG26\Scripts\python.exe run.py C:\xetra_dev\xetra_1234\configs\xetra_report1_config.yml
MEM 1.605469 1667985813.4452
MEM 3.179688 1667985813.5574
MEM 3.179688 1667985813.6667
MEM 3.179688 1667985813.7761
MEM 3.179688 1667985813.8854
MEM 3.179688 1667985813.9948
MEM 3.179688 1667985814.1056
MEM 3.179688 1667985814.2086
MEM 3.179688 1667985814.3180
MEM 3.179688 1667985814.4273
MEM 3.179688 1667985814.5367
MEM 3.179688 1667985814.6460
MEM 3.179688 1667985814.7472
MEM 3.179688 1667985814.8565
MEM 3.179688 1667985814.9659
MEM 3.179688 1667985815.0753
MEM 3.179688 1667985815.1848
MEM 3.179688 1667985815.2900
MEM 3.179688 1667985815.3994
MEM 3.179688 1667985815.5087
MEM 3.179688 1667985815.6181
MEM 3.179688 1667985815.7274
MEM 3.179688 1667985815.8368
MEM 3.179688 1667985815.9461
MEM 3.179688 1667985816.0555
MEM 3.179688 1667985816.1682
MEM 3.179688 1667985816.2774
MEM 3.179688 1667985816.3867
MEM 3.179688 1667985816.4961
MEM 3.179688 1667985816.6026
MEM 3.179688 1667985816.7121
MEM 3.179688 1667985816.8215
MEM 3.179688 1667985816.9308
MEM 3.179688 1667985817.0400
MEM 3.179688 1667985817.1508
MEM 3.179688 1667985817.2602
MEM 3.179688 1667985817.3696
MEM 3.179688 1667985817.4789
MEM 3.179688 1667985817.5882
MEM 3.179688 1667985817.7030
MEM 3.179688 1667985817.8123
MEM 3.179688 1667985817.9216
MEM 3.179688 1667985818.0310
MEM 3.179688 1667985818.1405
MEM 3.179688 1667985818.2497
MEM 3.179688 1667985818.3592
MEM 3.179688 1667985818.4686
MEM 3.179688 1667985818.5820
MEM 3.179688 1667985818.6913
MEM 3.179688 1667985818.8019
MEM 3.179688 1667985818.9111
FUNC xetra.transformers.xetra_transformer.extract 106.3359 1667985822.8458 106.3359 1667985822.8458 1
FUNC xetra.transformers.xetra_transformer.transform_report1 106.3359 1667985822.8458 106.3477 1667985822.8458 1
FUNC xetra.transformers.xetra_transformer.load 106.3477 1667985822.8458 106.8086 1667985823.4550 1
FUNC xetra.transformers.xetra_transformer.etl_report1 106.3320 1667985822.8303 106.8086 1667985823.4550 0
MEM 3.179688 1667985819.0205
MEM 3.179688 1667985819.1300
MEM 3.179688 1667985819.2392
MEM 3.179688 1667985819.3487
MEM 3.179688 1667985819.4580
MEM 3.179688 1667985819.5604
MEM 3.179688 1667985819.6698
MEM 3.179688 1667985819.7790
MEM 3.179688 1667985819.8885
MEM 3.179688 1667985819.9978
MEM 3.179688 1667985820.1072
MEM 3.179688 1667985820.2165
MEM 3.179688 1667985820.3259
MEM 3.179688 1667985820.4352
MEM 3.179688 1667985820.5446
MEM 3.179688 1667985820.6538
MEM 3.179688 1667985820.7631
MEM 3.179688 1667985820.8726
MEM 3.179688 1667985820.9820
MEM 3.179688 1667985821.0912
MEM 3.179688 1667985821.2007
MEM 3.179688 1667985821.3100
MEM 3.179688 1667985821.4194
MEM 3.179688 1667985821.5287
MEM 3.179688 1667985821.6379
MEM 3.179688 1667985821.7474
MEM 3.179688 1667985821.8566
MEM 3.179688 1667985821.9659
MEM 3.179688 1667985822.0755
MEM 3.179688 1667985822.1846
MEM 3.179688 1667985822.2942
MEM 3.179688 1667985822.4035
MEM 3.179688 1667985822.5129
MEM 3.179688 1667985822.6227
MEM 3.179688 1667985822.7367
MEM 3.179688 1667985822.8458
MEM 3.179688 1667985822.9553
MEM 3.179688 1667985823.0647
MEM 3.179688 1667985823.1740
MEM 3.179688 1667985823.2834
MEM 3.179688 1667985823.3925
MEM 3.179688 1667985823.5021
MEM 3.179688 1667985823.6113
MEM 3.179688 1667985823.7206
